# FILENAME,z
Spectra/spec-0266-51602-0638.fits,0.11021811
Spectra/spec-0280-51612-0117.fits,0.244958577
Spectra/spec-0295-51585-0596.fits,0.138345125
Spectra/spec-1722-53852-0175.fits,0.16075
Spectra/spec-1931-53358-0251.fits,1.188
