# FILENAME,z_Forbidden_narrow
../WISEAGN/Spectra/spec-0706-52199-0101.fits,0.21887694393732152
../WISEAGN/Spectra/spec-0295-51985-0593.fits,0.1382543228390624
../WISEAGN/Spectra/spec-0664-52174-0541.fits,0.0514286757420909
../WISEAGN/Spectra/spec-2510-53877-0289.fits,0.15631566565923688
../WISEAGN/Spectra/spec-0518-52282-0010.fits,0.15096129324765453
../WISEAGN/Spectra/spec-2356-53786-0618.fits,0.16326586019386918
../WISEAGN/Spectra/spec-3647-55181-0516.fits,0.45768247746394625
../WISEAGN/Spectra/spec-1755-53386-0386.fits,0.12360189281743823
../WISEAGN/Spectra/spec-2522-54570-0639.fits,0.17191583226827925
../WISEAGN/Spectra/spec-0877-52353-0483.fits,0.15256021648995388
../WISEAGN/Spectra/spec-1171-52753-0560.fits,0.21541505828150792
../WISEAGN/Spectra/spec-0441-51868-0154.fits,0.21823354355534777
../WISEAGN/Spectra/spec-1949-53433-0427.fits,0.0817713033564652
../WISEAGN/Spectra/spec-0696-52209-0386.fits,0.1810657219110594
../WISEAGN/Spectra/spec-2371-53762-0245.fits,0.06294272282350233
../WISEAGN/Spectra/spec-3615-56219-0514.fits,0.45736473133887157
../WISEAGN/Spectra/spec-2747-54233-0557.fits,0.12361314326731575
../WISEAGN/Spectra/spec-0915-52443-0009.fits,0.055339152222102214
../WISEAGN/Spectra/spec-4554-56193-0654.fits,0.12053061680859119
../WISEAGN/Spectra/spec-0326-52375-0042.fits,0.19807256899883677
../WISEAGN/Spectra/spec-0393-51794-0025.fits,0.1476221994497089
../WISEAGN/Spectra/spec-0854-52373-0621.fits,0.1879742300331198
../WISEAGN/Spectra/spec-0791-52347-0596.fits,0.14368115526785485
../WISEAGN/Spectra/spec-1314-53050-0204.fits,0.14828114852628557
../WISEAGN/Spectra/spec-1366-53063-0512.fits,0.11944977649700339
../WISEAGN/Spectra/spec-0795-52378-0433.fits,0.17488994461050936
../WISEAGN/Spectra/spec-1957-53415-0573.fits,0.1654487181052743
../WISEAGN/Spectra/spec-1722-53852-0175.fits,0.16120886514304028
../WISEAGN/Spectra/spec-1051-52468-0123.fits,0.356522944101976
../WISEAGN/Spectra/spec-1285-52723-0302.fits,0.08754446186690056
../WISEAGN/Spectra/spec-1591-52976-0126.fits,0.19548082923563354
